Sigla da UF,Rede,TX_Apro,Indicador de Rendimento (P),SAEB_M,SAEB_P,Nota Média Padronizada (N),"IDEB
2021
(N x P)"
,,,,,,,
,,,,,,,
SG_UF,REDE,VL_APROVACAO_2021_SI_4,VL_INDICADOR_REND_2021,VL_NOTA_MATEMATICA_2021,VL_NOTA_PORTUGUES_2021,VL_NOTA_MEDIA_2021,VL_OBSERVADO_2021
RO,Estadual,100.0,1.00,254.26,254.34,5.14,5.1
RO,Municipal,100.0,1.00,237.87,230.57,4.47,4.5
RO,Municipal,100.0,1.00,257.27,237.35,4.91,4.9
RO,Municipal,100.0,1.00,237.09,240.14,4.62,4.6
RO,Municipal,100.0,1.00,262.67,261.29,5.40,5.4
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Estadual,100.0,1.00,264.29,272.74,5.62,5.6
RO,Estadual,100.0,1.00,265.45,267.06,5.54,5.5
RO,Estadual,97.4,0.97,ND,ND,-,-
RO,Estadual,98.9,0.99,239.67,238.86,4.64,4.6
RO,Municipal,-,-,-,-,-,-
RO,Municipal,100.0,1.00,240.95,238.49,4.66,4.7
RO,Municipal,-,-,-,-,-,-
RO,Estadual,99.5,0.99,243.23,244.86,4.80,4.8
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,-,-,-,-,-,-
RO,Estadual,98.8,0.99,256.24,253.77,5.17,5.1
RO,Municipal,-,-,-,-,-,-
RO,Municipal,100.0,1.00,285.38,267.15,5.88,5.9
RO,Municipal,100.0,1.00,263.67,268.23,5.53,5.5
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,99.5,0.99,252.89,254.47,5.12,5.1
RO,Estadual,99.8,1.00,272.84,267.50,5.67,5.7
RO,Estadual,100.0,1.00,242.49,252.79,4.92,4.9
RO,Estadual,99.1,0.99,ND,ND,-,-
RO,Estadual,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,250.94,253.55,5.07,5.1
RO,Municipal,-,-,-,-,-,-
RO,Estadual,95.2,0.95,257.10,252.11,5.15,4.9
RO,Estadual,94.4,0.95,263.39,254.83,5.30,5.0
RO,Municipal,100.0,1.00,251.62,235.03,4.78,4.8
RO,Municipal,68.4,0.69,ND,ND,-,-
RO,Estadual,95.9,0.96,251.10,250.52,5.03,4.8
RO,Municipal,100.0,1.00,248.17,233.53,4.70,4.7
RO,Municipal,100.0,1.00,262.69,243.12,5.10,5.1
RO,Estadual,100.0,1.00,251.97,252.30,5.07,5.1
RO,Estadual,100.0,1.00,247.76,241.90,4.83,4.8
RO,Estadual,100.0,1.00,269.50,263.66,5.55,5.6
RO,Estadual,100.0,1.00,275.95,271.93,5.80,5.8
RO,Municipal,100.0,1.00,237.11,242.09,4.65,4.7
RO,Municipal,97.7,0.98,ND,ND,-,-
RO,Estadual,-,-,-,-,-,-
RO,Estadual,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,95.9,0.95,241.87,242.30,4.74,4.5
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,233.18,234.33,4.46,4.5
RO,Estadual,-,-,-,-,-,-
RO,Estadual,-,-,-,-,-,-
RO,Estadual,100.0,1.00,230.10,236.47,4.44,4.4
RO,Estadual,99.8,1.00,ND,ND,-,-
RO,Estadual,90.6,0.89,ND,ND,-,-
RO,Estadual,-,-,-,-,-,-
RO,Estadual,100.0,1.00,252.98,260.85,5.23,5.2
RO,Estadual,100.0,1.00,214.86,227.57,4.04,4.0
RO,Estadual,-,-,-,-,-,-
RO,Estadual,99.8,1.00,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,241.85,241.09,4.72,4.7
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,261.59,256.38,5.30,5.3
RO,Municipal,98.6,0.99,ND,ND,-,-
RO,Municipal,100.0,1.00,241.08,241.54,4.71,4.7
RO,Estadual,100.0,1.00,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,99.2,0.99,256.09,243.12,4.99,5.0
RO,Estadual,100.0,1.00,266.65,275.03,5.69,5.7
RO,Estadual,96.4,0.96,236.18,234.81,4.52,4.3
RO,Estadual,98.6,0.98,245.85,253.74,4.99,4.9
RO,Estadual,99.0,0.99,250.58,252.72,5.06,5.0
RO,Municipal,-,-,-,-,-,-
RO,Municipal,100.0,1.00,227.36,218.71,4.10,4.1
RO,Municipal,-,-,-,-,-,-
RO,Estadual,98.9,0.99,ND,ND,-,-
RO,Estadual,100.0,1.00,253.76,250.04,5.06,5.1
RO,Estadual,100.0,1.00,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,99.4,1.00,ND,ND,-,-
RO,Estadual,99.8,1.00,231.17,240.36,4.53,4.5
RO,Estadual,100.0,1.00,255.63,247.81,5.06,5.1
RO,Estadual,98.8,0.99,ND,ND,-,-
RO,Estadual,99.8,1.00,ND,ND,-,-
RO,Estadual,99.9,1.00,252.20,260.73,5.22,5.2
RO,Estadual,98.9,0.99,ND,ND,-,-
RO,Estadual,99.4,0.99,ND,ND,-,-
RO,Estadual,100.0,1.00,ND,ND,-,-
RO,Estadual,99.2,0.99,ND,ND,-,-
RO,Estadual,94.3,0.95,ND,ND,-,-
RO,Estadual,-,-,-,-,-,-
RO,Estadual,99.3,0.99,ND,ND,-,-
RO,Estadual,96.7,0.97,250.88,252.76,5.06,4.9
RO,Estadual,100.0,1.00,ND,ND,-,-
RO,Estadual,98.2,0.98,267.35,270.12,5.62,5.5
RO,Estadual,97.6,0.98,ND,ND,-,-
RO,Estadual,99.8,1.00,ND,ND,-,-
RO,Estadual,97.7,0.98,ND,ND,-,-
RO,Estadual,97.0,0.97,255.20,271.29,5.44,5.3
RO,Municipal,100.0,1.00,256.32,261.51,5.30,5.3
RO,Municipal,100.0,1.00,248.37,254.26,5.04,5.0
RO,Municipal,98.3,0.99,253.70,238.91,4.88,4.8
RO,Municipal,99.2,0.99,ND,ND,-,-
RO,Estadual,94.2,0.95,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,86.5,0.86,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,98.8,0.99,ND,ND,-,-
RO,Estadual,88.4,0.88,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,100.0,1.00,274.72,255.48,5.50,5.5
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,277.84,262.77,5.68,5.7
RO,Estadual,-,-,-,-,-,-
RO,Estadual,100.0,1.00,283.62,280.04,6.06,6.1
RO,Municipal,100.0,1.00,255.65,246.66,5.04,5.0
RO,Municipal,100.0,1.00,288.36,280.92,6.15,6.2
RO,Municipal,-,-,-,-,-,-
RO,Estadual,93.1,0.93,251.85,253.01,5.08,4.7
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,96.9,0.97,255.63,256.47,5.20,5.1
RO,Estadual,94.3,0.94,259.27,256.18,5.26,4.9
RO,Estadual,92.9,0.92,252.95,253.24,5.10,4.7
RO,Estadual,98.3,0.98,ND,ND,-,-
RO,Estadual,97.6,0.98,275.36,274.25,5.83,5.7
RO,Estadual,100.0,1.00,283.83,277.99,6.03,6.0
RO,Estadual,100.0,1.00,235.52,221.87,4.29,4.3
RO,Estadual,100.0,1.00,ND,ND,-,-
RO,Estadual,95.2,0.96,245.67,244.34,4.83,4.6
RO,Estadual,96.2,0.96,245.42,235.96,4.69,4.5
RO,Estadual,99.7,1.00,252.64,253.31,5.10,5.1
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Municipal,95.6,0.95,ND,ND,-,-
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Estadual,99.2,0.99,285.04,281.33,6.11,6.1
RO,Estadual,98.0,0.98,258.70,269.64,5.47,5.4
RO,Municipal,-,-,-,-,-,-
RO,Estadual,98.8,0.99,ND,ND,-,-
RO,Estadual,-,-,-,-,-,-
RO,Estadual,69.5,0.70,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,75.5,0.74,ND,ND,-,-
RO,Estadual,98.5,0.99,ND,ND,-,-
RO,Estadual,-,-,-,-,-,-
RO,Estadual,95.8,0.95,222.35,226.09,4.14,4.0
RO,Estadual,100.0,1.00,240.64,244.59,4.75,4.8
RO,Estadual,92.1,0.92,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,-,-,-,-,-,-
RO,Estadual,80.4,0.81,233.08,246.02,4.65,3.8
RO,Estadual,92.1,0.92,247.89,247.68,4.93,4.5
RO,Municipal,-,-,-,-,-,-
RO,Municipal,100.0,1.00,229.62,240.04,4.49,4.5
RO,Estadual,98.1,0.98,246.60,238.95,4.76,4.7
RO,Estadual,95.9,0.96,242.13,251.38,4.89,4.7
RO,Estadual,98.3,0.98,248.28,251.02,4.99,4.9
RO,Estadual,85.0,0.85,ND,ND,-,-
RO,Estadual,83.3,0.83,ND,ND,-,-
RO,Estadual,100.0,1.00,240.00,260.39,5.01,5.0
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Estadual,89.0,0.89,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,ND,ND,-,-
RO,Estadual,93.6,0.94,230.38,233.68,4.40,4.1
RO,Estadual,97.4,0.97,247.27,248.52,4.93,4.8
RO,Estadual,86.8,0.87,255.18,266.70,5.36,4.7
RO,Estadual,95.1,0.95,ND,ND,-,-
RO,Estadual,91.3,0.90,232.45,231.54,4.40,4.0
RO,Estadual,95.9,0.96,235.30,245.85,4.69,4.5
RO,Estadual,99.8,1.00,267.73,274.26,5.70,5.7
RO,Estadual,86.4,0.87,227.33,234.87,4.37,3.8
RO,Estadual,87.4,0.87,ND,ND,-,-
RO,Estadual,99.6,1.00,247.08,253.45,5.01,5.0
RO,Estadual,80.4,0.80,256.56,248.13,5.08,4.1
RO,Municipal,-,-,-,-,-,-
RO,Estadual,95.6,0.96,243.77,249.32,4.88,4.7
RO,Estadual,85.9,0.86,ND,ND,-,-
RO,Estadual,87.0,0.87,ND,ND,-,-
RO,Estadual,99.0,0.99,236.21,243.16,4.66,4.6
RO,Estadual,-,-,-,-,-,-
RO,Estadual,88.2,0.88,ND,ND,-,-
RO,Estadual,95.4,0.95,ND,ND,-,-
RO,Estadual,92.5,0.93,232.58,241.20,4.56,4.2
RO,Estadual,-,-,-,-,-,-
RO,Estadual,100.0,1.00,278.96,295.37,6.24,6.2
RO,Estadual,82.5,0.83,ND,ND,-,-
RO,Estadual,90.9,0.89,243.76,254.88,4.98,4.4
RO,Estadual,93.6,0.94,ND,ND,-,-
RO,Estadual,94.1,0.94,231.69,244.76,4.61,4.3
RO,Estadual,88.6,0.89,ND,ND,-,-
RO,Estadual,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,97.1,0.97,ND,ND,-,-
RO,Estadual,99.7,1.00,ND,ND,-,-
RO,Municipal,95.3,0.95,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,98.6,0.99,ND,ND,-,-
RO,Estadual,91.9,0.92,ND,ND,-,-
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Estadual,-,-,-,-,-,-
RO,Estadual,99.7,1.00,232.17,239.99,4.54,4.5
RO,Estadual,88.7,0.89,237.27,239.04,4.61,4.1
RO,Estadual,-,-,-,-,-,-
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,97.8,0.98,241.43,244.02,4.76,4.7
RO,Estadual,-,-,-,-,-,-
RO,Estadual,-,-,-,-,-,-
RO,Estadual,99.8,1.00,246.81,245.77,4.88,4.9
RO,Estadual,91.0,0.91,241.90,233.43,4.59,4.2
RO,Estadual,92.6,0.92,243.81,252.32,4.94,4.6
RO,Estadual,92.7,0.93,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,-,-,-,-,-,-
RO,Estadual,100.0,1.00,283.39,267.70,5.85,5.9
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,ND,ND,-,-
RO,Estadual,100.0,1.00,252.48,264.27,5.28,5.3
RO,Estadual,99.2,0.99,ND,ND,-,-
RO,Estadual,99.6,1.00,266.23,267.48,5.56,5.5
RO,Municipal,97.8,0.97,255.40,267.83,5.39,5.2
RO,Estadual,97.7,0.98,253.62,254.81,5.14,5.0
RO,Estadual,98.8,0.99,ND,ND,-,-
RO,Estadual,97.8,0.98,255.28,267.43,5.38,5.3
RO,Municipal,-,-,-,-,-,-
RO,Estadual,99.0,0.99,274.46,286.67,6.02,6.0
RO,Municipal,100.0,1.00,262.59,261.43,5.40,5.4
RO,Estadual,-,-,-,-,-,-
RO,Estadual,99.7,1.00,260.90,244.93,5.10,5.1
RO,Estadual,100.0,1.00,275.24,276.27,5.86,5.9
RO,Estadual,100.0,1.00,258.59,261.36,5.33,5.3
RO,Estadual,99.7,1.00,253.98,248.23,5.04,5.0
RO,Estadual,100.0,1.00,244.39,250.80,4.92,4.9
RO,Estadual,-,-,-,-,-,-
RO,Estadual,98.6,0.99,278.60,282.20,6.01,5.9
RO,Estadual,100.0,1.00,256.25,266.47,5.38,5.4
RO,Municipal,100.0,1.00,261.12,260.06,5.35,5.4
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,256.24,254.38,5.18,5.2
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,97.6,0.97,240.19,244.57,4.75,4.6
RO,Estadual,100.0,1.00,267.77,258.46,5.44,5.4
RO,Estadual,93.5,0.93,249.56,249.09,4.98,4.6
RO,Municipal,97.2,0.97,241.24,245.92,4.79,4.6
RO,Estadual,98.5,0.99,277.94,284.57,6.04,6.0
RO,Estadual,85.0,0.85,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,97.1,0.97,ND,ND,-,-
RO,Estadual,95.0,0.95,244.36,256.44,5.01,4.8
RO,Estadual,99.3,0.99,ND,ND,-,-
RO,Estadual,86.1,0.86,ND,ND,-,-
RO,Municipal,94.6,0.95,257.10,258.21,5.26,5.0
RO,Estadual,100.0,1.00,260.20,260.65,5.35,5.3
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,74.2,0.74,ND,ND,-,-
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Estadual,99.8,1.00,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,100.0,1.00,264.82,268.42,5.55,5.6
RO,Municipal,99.5,1.00,ND,ND,-,-
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Estadual,100.0,1.00,258.81,249.78,5.14,5.1
RO,Municipal,-,-,-,-,-,-
RO,Municipal,100.0,1.00,257.02,257.31,5.24,5.2
RO,Estadual,99.6,1.00,253.70,249.96,5.06,5.0
RO,Municipal,-,-,-,-,-,-
RO,Municipal,89.2,0.90,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,97.9,0.98,244.55,247.33,4.86,4.8
RO,Municipal,99.4,1.00,ND,ND,-,-
RO,Estadual,87.0,0.87,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,86.7,0.86,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,98.4,0.99,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,257.87,266.25,5.40,5.4
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,98.9,0.99,ND,ND,-,-
RO,Estadual,100.0,1.00,253.84,252.81,5.11,5.1
RO,Municipal,94.6,0.94,ND,ND,-,-
RO,Estadual,97.4,0.98,265.08,263.40,5.47,5.3
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Municipal,68.4,0.67,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,96.2,0.96,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,98.5,0.99,ND,ND,-,-
RO,Estadual,95.6,0.96,260.17,256.20,5.27,5.0
RO,Municipal,87.4,0.87,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,94.0,0.93,224.04,219.49,4.06,3.8
RO,Municipal,-,-,-,-,-,-
RO,Municipal,93.8,0.94,249.72,251.74,5.02,4.7
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,251.67,240.45,4.87,4.9
RO,Estadual,-,-,-,-,-,-
RO,Estadual,86.7,0.86,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,94.6,0.95,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,97.5,0.97,255.30,248.50,5.06,4.9
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,99.7,1.00,261.55,253.39,5.25,5.2
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,233.74,223.57,4.29,4.3
RO,Municipal,-,-,-,-,-,-
RO,Estadual,89.9,0.90,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,98.3,0.98,242.31,229.23,4.53,4.4
RO,Estadual,73.5,0.72,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,89.6,0.90,ND,ND,-,-
RO,Estadual,97.5,0.98,246.27,242.13,4.81,4.7
RO,Municipal,70.2,0.71,ND,ND,-,-
RO,Estadual,75.8,0.76,ND,ND,-,-
RO,Estadual,100.0,1.00,235.82,246.13,4.70,4.7
RO,Municipal,100.0,1.00,255.07,249.95,5.08,5.1
RO,Municipal,100.0,1.00,225.77,213.04,3.98,4.0
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,98.7,0.99,243.90,239.04,4.72,4.7
RO,Estadual,94.0,0.94,ND,ND,-,-
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Estadual,89.2,0.91,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,226.10,225.97,4.20,4.2
RO,Estadual,99.1,0.99,254.17,250.13,5.07,5.0
RO,Municipal,91.9,0.91,236.66,244.19,4.68,4.3
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,97.3,0.97,ND,ND,-,-
RO,Estadual,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,98.2,0.98,289.86,290.44,6.34,6.2
RO,Municipal,100.0,1.00,237.17,246.17,4.72,4.7
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,ND,ND,-,-
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Estadual,97.1,0.96,ND,ND,-,-
RO,Estadual,98.0,0.98,250.65,250.67,5.02,4.9
RO,Municipal,98.3,0.98,249.95,249.94,5.00,4.9
RO,Estadual,86.9,0.87,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,92.6,0.93,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,94.5,0.94,233.32,223.08,4.27,4.0
RO,Municipal,-,-,-,-,-,-
RO,Municipal,98.7,0.99,ND,ND,-,-
RO,Estadual,93.9,0.94,243.36,239.21,4.71,4.4
RO,Municipal,-,-,-,-,-,-
RO,Municipal,100.0,1.00,250.91,258.11,5.15,5.2
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,85.1,0.83,ND,ND,-,-
RO,Municipal,91.1,0.90,ND,ND,-,-
RO,Estadual,97.1,0.97,228.20,237.01,4.42,4.3
RO,Estadual,100.0,1.00,ND,ND,-,-
RO,Estadual,100.0,1.00,ND,ND,-,-
RO,Estadual,95.6,0.95,ND,ND,-,-
RO,Estadual,97.0,0.97,253.15,248.50,5.03,4.9
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,95.7,0.95,268.10,256.88,5.42,5.2
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,100.0,1.00,242.43,217.75,4.34,4.3
RO,Estadual,94.3,0.94,ND,ND,-,-
RO,Municipal,100.0,1.00,271.45,254.72,5.44,5.4
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,258.57,238.23,4.95,4.9
RO,Municipal,-,-,-,-,-,-
RO,Estadual,99.7,0.99,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,99.2,0.99,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,93.2,0.93,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,100.0,1.00,249.04,245.25,4.90,4.9
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,100.0,1.00,249.20,243.13,4.87,4.9
RO,Municipal,-,-,-,-,-,-
RO,Municipal,100.0,1.00,223.55,234.60,4.30,4.3
RO,Municipal,-,-,-,-,-,-
RO,Municipal,98.9,0.98,234.83,230.16,4.42,4.3
RO,Estadual,100.0,1.00,ND,ND,-,-
RO,Municipal,100.0,1.00,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,99.7,1.00,ND,ND,-,-
RO,Estadual,98.1,0.99,243.90,241.20,4.75,4.7
RO,Municipal,-,-,-,-,-,-
RO,Municipal,-,-,-,-,-,-
RO,Estadual,98.8,0.99,ND,ND,-,-
RO,Municipal,-,-,-,-,-,-
RO,Municipal,99.5,1.00,231.64,238.80,4.51,4.5
AC,Municipal,-,-,-,-,-,-
AC,Municipal,-,-,-,-,-,-
AC,Estadual,100.0,1.00,ND,ND,-,-
AC,Estadual,90.0,0.90,ND,ND,-,-
AC,Estadual,90.8,0.90,ND,ND,-,-
AC,Estadual,-,-,-,-,-,-
AC,Estadual,90.0,0.90,ND,ND,-,-
AC,Estadual,97.7,0.98,248.45,242.83,4.85,4.7
AC,Estadual,-,-,-,-,-,-
AC,Estadual,-,-,-,-,-,-
AC,Estadual,99.0,0.99,ND,ND,-,-
AC,Estadual,97.1,0.97,ND,ND,-,-
AC,Estadual,88.9,0.89,ND,ND,-,-
AC,Municipal,84.2,0.83,ND,ND,-,-
AC,Estadual,88.7,0.88,ND,ND,-,-
AC,Estadual,98.5,0.98,216.55,213.52,3.83,3.8
AC,Estadual,86.9,0.87,ND,ND,-,-
AC,Municipal,90.4,0.90,ND,ND,-,-
AC,Estadual,90.1,0.90,ND,ND,-,-
AC,Estadual,91.9,0.91,212.81,215.66,3.81,3.5
AC,Estadual,99.0,0.99,253.47,249.38,5.05,5.0
AC,Estadual,95.7,0.95,244.45,245.82,4.84,4.6
AC,Estadual,-,-,-,-,-,-
AC,Estadual,93.7,0.94,ND,ND,-,-
AC,Estadual,-,-,-,-,-,-
AC,Municipal,100.0,1.00,ND,ND,-,-
AC,Estadual,97.1,0.97,ND,ND,-,-
AC,Estadual,93.7,0.94,ND,ND,-,-
AC,Estadual,90.4,0.87,ND,ND,-,-
AC,Estadual,-,-,-,-,-,-
AC,Municipal,-,-,-,-,-,-
AC,Municipal,-,-,-,-,-,-
AC,Estadual,100.0,1.00,244.46,255.92,5.01,5.0
AC,Estadual,96.6,0.97,244.57,243.94,4.81,4.6
AC,Estadual,-,-,-,-,-,-
AC,Estadual,93.8,0.94,ND,ND,-,-
AC,Estadual,100.0,1.00,242.93,241.16,4.73,4.7
AC,Estadual,94.4,0.94,224.05,225.12,4.15,3.9
AC,Municipal,-,-,-,-,-,-
AC,Estadual,95.7,0.96,ND,ND,-,-
AC,Estadual,100.0,1.00,ND,ND,-,-
AC,Estadual,100.0,1.00,ND,ND,-,-
AC,Municipal,89.0,0.89,ND,ND,-,-
AC,Estadual,99.4,0.99,236.13,239.55,4.59,4.6
AC,Municipal,84.5,0.85,ND,ND,-,-
AC,Estadual,99.3,0.99,ND,ND,-,-
AC,Estadual,98.9,0.99,ND,ND,-,-
AC,Estadual,99.3,0.99,ND,ND,-,-
AC,Estadual,99.3,0.99,258.26,261.79,5.33,5.3
AC,Estadual,92.0,0.92,ND,ND,-,-
AC,Municipal,85.7,0.86,241.71,237.60,4.66,4.0
AC,Municipal,100.0,1.00,ND,ND,-,-
AC,Estadual,91.0,0.92,ND,ND,-,-
AC,Estadual,100.0,1.00,286.51,287.73,6.24,6.2
AC,Estadual,94.4,0.95,ND,ND,-,-
AC,Municipal,-,-,-,-,-,-
AC,Estadual,98.3,0.99,ND,ND,-,-
AC,Estadual,99.1,0.99,238.00,239.80,4.63,4.6
AC,Municipal,-,-,-,-,-,-
AC,Municipal,-,-,-,-,-,-
AC,Estadual,92.7,0.92,ND,ND,-,-
AC,Estadual,99.7,1.00,275.26,286.00,6.02,6.0
AC,Estadual,89.5,0.89,ND,ND,-,-
AC,Estadual,100.0,1.00,259.07,264.90,5.40,5.4
AC,Estadual,93.9,0.94,259.69,262.99,5.38,5.1
AC,Municipal,-,-,-,-,-,-
AC,Estadual,100.0,1.00,ND,ND,-,-
AC,Estadual,97.6,0.97,ND,ND,-,-
AC,Estadual,-,-,-,-,-,-
AC,Estadual,100.0,1.00,266.83,266.41,5.55,5.6
AC,Municipal,-,-,-,-,-,-
AC,Estadual,100.0,1.00,248.14,249.82,4.97,5.0
AC,Municipal,100.0,1.00,ND,ND,-,-
AC,Estadual,-,-,-,-,-,-
AC,Estadual,97.0,0.97,ND,ND,-,-
AC,Estadual,97.1,0.97,250.43,255.33,5.10,4.9
AC,Estadual,96.6,0.96,ND,ND,-,-
AC,Estadual,93.5,0.94,ND,ND,-,-
AC,Municipal,-,-,-,-,-,-
AC,Estadual,98.2,0.98,ND,ND,-,-
AC,Estadual,100.0,1.00,240.96,246.57,4.79,4.8
AC,Municipal,-,-,-,-,-,-
AC,Municipal,-,-,-,-,-,-
AC,Municipal,-,-,-,-,-,-
AC,Municipal,94.4,0.94,ND,ND,-,-
AC,Municipal,96.5,0.96,244.02,237.23,4.69,4.5
AC,Municipal,100.0,1.00,226.26,213.43,3.99,4.0
AC,Estadual,99.6,1.00,ND,ND,-,-
AC,Municipal,-,-,-,-,-,-
AC,Municipal,-,-,-,-,-,-
